alert_id,assessment_id,enterprise_id,as_of,sector,district_id,prob_stress,prob_missed_repayment,rule_score,fused_score,risk_tier,tier_cutoffs,band_width,low_visibility,data_completeness,buffer_days,dscr_annual,credit_headroom,suggested_max_emi,bridge_headroom,net_buffer_days,forecast_net_90d_p10,forecast_net_90d_p50,forecast_net_90d_p90,reason_1,reason_1_contrib,reason_2,reason_2_contrib,reason_3,reason_3_contrib,fusion_weights,model_id,rule_version,raised_at,projected_shortfall,shortfall_week_of,deadline_date,expires_at,merchant_visible,exported_to_bureau,disputed_at
AL00694,AS006095,ENT0185,2025-09-30,RETAIL,2,0.0004584360985925674,0.00033897835544468153,0.7895,0.4344,AMBER,AMBER>=0.38;RED>=0.58,331055.0,False,0.878,31.8,9.29,370900.0,17633.0,80300.0,31.8,-17590.0,201728.0,313465.0,margin_squeeze,1.0,receivable_stretch,0.6364,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-09-30,40300.0,2025-11-29,2025-11-29,2025-12-14,True,False,
AL00695,AS006102,ENT0185,2026-04-30,RETAIL,2,0.0001641930932033769,0.00037253590932298536,0.7789,0.4285,AMBER,AMBER>=0.38;RED>=0.58,315415.0,False,0.926,66.0,9.68,362300.0,17224.0,56600.0,66.0,-135555.0,148703.0,179860.0,climate_shock,0.7143,receivable_stretch,0.6364,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,125100.0,2026-07-29,2026-07-29,2026-07-14,True,False,
AL00696,AS006109,ENT0186,2024-02-29,DAIRY,1,0.42607276795886634,0.00011613366952900513,0.5474,0.4928,AMBER,AMBER>=0.38;RED>=0.58,32826.0,False,0.908,32.7,1.7,12900.0,613.0,8100.0,32.7,-32252.0,-7387.0,574.0,receivable_stretch,0.3333,demand_trough,0.3243,climate_shock,0.2857,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-02-29,72300.0,2024-07-28,2024-07-28,2024-05-14,True,False,
AL00697,AS006111,ENT0186,2024-04-30,DAIRY,1,0.7617828490800629,0.0002789957387446388,0.4842,0.6091,RED,AMBER>=0.38;RED>=0.58,57092.0,False,0.917,40.1,2.03,9300.0,442.0,11100.0,40.1,-65116.0,-21333.0,-8024.0,margin_squeeze,0.7429,climate_shock,0.2857,debt_overhang,0.2778,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-04-30,68600.0,2024-08-28,2024-08-28,2024-07-14,True,False,2024-05-06
AL00698,AS006113,ENT0186,2024-06-30,DAIRY,1,0.06661249629778863,0.000961499440435042,0.6737,0.4005,AMBER,AMBER>=0.38;RED>=0.58,15712.0,False,0.942,13.6,1.7,31800.0,1512.0,8100.0,13.6,-11038.0,3779.0,4674.0,margin_squeeze,1.0,working_capital_erosion,0.5588,debt_overhang,0.2778,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-06-30,17800.0,2024-08-29,2024-08-29,2024-09-13,True,False,
AL00699,AS006123,ENT0186,2025-04-30,DAIRY,1,0.39994553463957905,0.00015318905525569436,0.5579,0.4868,AMBER,AMBER>=0.38;RED>=0.58,43208.0,False,0.999,27.3,,7700.0,366.0,8300.0,27.3,-48915.0,-22696.0,-5707.0,climate_shock,0.7143,demand_trough,0.2703,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-04-30,75700.0,2025-08-28,2025-08-28,2025-07-14,True,False,
AL00700,AS006125,ENT0186,2025-06-30,DAIRY,1,0.03959730554944826,0.00015907788056334764,0.9474,0.5389,AMBER,AMBER>=0.38;RED>=0.58,19355.0,False,1.0,7.9,,30600.0,1455.0,2600.0,7.9,-7714.0,9027.0,11641.0,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-06-30,8000.0,2025-10-28,2025-10-28,2025-09-13,True,False,
AL00701,AS006135,ENT0186,2026-04-30,DAIRY,1,0.7017791144834621,2.842813511145679e-05,1.0,0.8658,RED,AMBER>=0.38;RED>=0.58,62565.0,False,1.0,19.4,,6400.0,304.0,4200.0,19.4,-54783.0,-14735.0,7782.0,climate_shock,1.0,margin_squeeze,0.5714,working_capital_erosion,0.5588,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,63800.0,2026-08-28,2026-08-28,2026-07-14,True,False,
AL00702,AS006137,ENT0186,2026-06-30,DAIRY,1,0.008801180281955092,4.118232961566885e-05,0.9579,0.5308,AMBER,AMBER>=0.38;RED>=0.58,,False,1.0,-0.2,,22900.0,1089.0,4300.0,-4.3,,,,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-06-30,14100.0,2026-08-29,2026-08-29,2026-09-13,True,False,
AL00703,AS006159,ENT0187,2025-07-31,RETAIL,1,0.00024282882978179698,2.937258973494989e-06,0.7895,0.4343,AMBER,AMBER>=0.38;RED>=0.58,152433.0,False,0.761,48.6,,170300.0,8096.0,17600.0,48.6,-4674.0,85010.0,147759.0,margin_squeeze,1.0,receivable_stretch,0.6364,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-07-31,13700.0,2025-09-29,2025-09-29,2025-10-14,True,False,
AL00704,AS006172,ENT0188,2023-11-30,HANDICRAFT,5,0.2936373007865283,0.045801525843852754,0.9895,0.6764,RED,AMBER>=0.38;RED>=0.58,29499.0,False,0.573,7.7,-9.12,0.0,0.0,1300.0,-79.1,6931.0,28901.0,36430.0,debt_overhang,1.0,working_capital_erosion,0.7353,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-11-30,11100.0,2023-12-30,2023-12-30,2024-02-13,True,False,
AL00705,AS006174,ENT0188,2024-01-31,HANDICRAFT,5,0.12430229793455191,0.038366778509065405,1.0,0.6059,RED,AMBER>=0.38;RED>=0.58,47069.0,False,0.593,28.5,-3.03,0.0,0.0,8400.0,-42.7,-19098.0,25911.0,27971.0,receivable_stretch,1.0,working_capital_erosion,0.7353,debt_overhang,0.7222,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-01-31,22400.0,2024-03-01,2024-03-01,2024-04-15,True,False,
AL00706,AS006176,ENT0188,2024-03-31,HANDICRAFT,5,0.504322295680068,0.8893642697223874,0.9263,0.7364,RED,AMBER>=0.38;RED>=0.58,38996.0,False,0.594,-7.2,-1.9,0.0,0.0,500.0,-55.8,-16071.0,12270.0,22925.0,working_capital_erosion,1.0,receivable_stretch,0.6667,demand_trough,0.3243,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-03-31,25500.0,2024-05-30,2024-05-30,2024-06-14,True,False,
AL00707,AS006178,ENT0188,2024-05-31,HANDICRAFT,5,0.3054698420072346,0.9797361349847276,0.6947,0.5195,AMBER,AMBER>=0.38;RED>=0.58,11819.0,False,0.602,4.1,-0.0,0.0,0.0,500.0,-27.9,-15501.0,-15334.0,-3682.0,working_capital_erosion,1.0,receivable_stretch,0.3636,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-05-31,33100.0,2024-11-27,2024-11-27,2024-08-14,True,False,
AL00708,AS006180,ENT0188,2024-07-31,HANDICRAFT,5,0.6828243368995348,0.9368656901802901,0.8526,0.7762,RED,AMBER>=0.38;RED>=0.58,52520.0,False,0.617,12.5,-0.12,0.0,0.0,1800.0,-36.9,-41855.0,-15413.0,10665.0,working_capital_erosion,1.0,debt_overhang,0.7222,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-07-31,41500.0,2024-10-29,2024-10-29,2024-10-14,True,False,
AL00709,AS006182,ENT0188,2024-09-30,HANDICRAFT,5,0.37851374637077534,0.17565321741889192,0.8526,0.6393,RED,AMBER>=0.38;RED>=0.58,30808.0,False,0.629,-1.5,1.38,2800.0,133.0,500.0,-48.8,-614.0,14586.0,30194.0,working_capital_erosion,1.0,debt_overhang,0.7222,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-09-30,14100.0,2024-11-29,2024-11-29,2024-12-14,True,False,
AL00710,AS006184,ENT0188,2024-11-30,HANDICRAFT,5,0.15639283690345102,0.8861676928345693,0.7895,0.5046,AMBER,AMBER>=0.38;RED>=0.58,22951.0,False,0.639,27.1,4.19,21100.0,1003.0,12600.0,-20.5,3699.0,8685.0,26650.0,working_capital_erosion,0.7353,debt_overhang,0.7222,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-11-30,25100.0,2024-12-30,2024-12-30,2025-02-13,True,False,
AL00711,AS006186,ENT0188,2025-01-31,HANDICRAFT,5,0.03429434676449395,0.009401419676085408,0.7895,0.4497,AMBER,AMBER>=0.38;RED>=0.58,47178.0,False,0.649,28.3,2.85,13600.0,647.0,8300.0,-26.8,-9612.0,26486.0,37566.0,working_capital_erosion,0.7353,debt_overhang,0.7222,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-01-31,22000.0,2025-03-02,2025-03-02,2025-04-16,True,False,2025-02-07
AL00712,AS006189,ENT0188,2025-04-30,HANDICRAFT,5,0.7761395121931042,0.023824783276979324,0.6105,0.685,RED,AMBER>=0.38;RED>=0.58,23088.0,False,0.663,34.9,3.4,4100.0,195.0,10300.0,32.4,-22104.0,-13989.0,984.0,climate_shock,0.7143,receivable_stretch,0.3636,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-04-30,52600.0,2025-10-27,2025-10-27,2025-07-14,True,False,
AL00713,AS006191,ENT0188,2025-06-30,HANDICRAFT,5,0.2612082265218538,0.9429261338955467,0.5789,0.4359,AMBER,AMBER>=0.38;RED>=0.58,28059.0,False,0.669,3.4,3.55,3900.0,185.0,4100.0,3.4,-24621.0,-17098.0,3438.0,working_capital_erosion,1.0,receivable_stretch,0.3636,margin_squeeze,0.2571,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-06-30,40400.0,2025-10-28,2025-10-28,2025-09-13,True,False,
AL00714,AS006193,ENT0188,2025-08-31,HANDICRAFT,5,0.03877455239875573,0.04043428442437127,0.8632,0.4922,AMBER,AMBER>=0.38;RED>=0.58,28574.0,False,0.681,13.7,2.99,12200.0,580.0,4300.0,-11.1,1647.0,4294.0,30221.0,working_capital_erosion,0.7353,debt_overhang,0.7222,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-08-31,22900.0,2025-10-30,2025-10-30,2025-11-14,True,False,
AL00715,AS006195,ENT0188,2025-10-31,HANDICRAFT,5,0.007154541447669938,0.0011666426893923644,0.7895,0.4374,AMBER,AMBER>=0.38;RED>=0.58,65728.0,False,0.689,19.2,4.7,32600.0,1550.0,14400.0,-1.1,-7081.0,8902.0,58647.0,working_capital_erosion,0.7353,debt_overhang,0.7222,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-10-31,15300.0,2025-11-30,2025-11-30,2026-01-14,True,False,
AL00716,AS006197,ENT0188,2025-12-31,HANDICRAFT,5,0.1718114436988435,0.0010611123699725926,0.6316,0.4247,AMBER,AMBER>=0.38;RED>=0.58,51579.0,False,0.704,11.0,3.42,24000.0,1141.0,8400.0,-21.5,-2210.0,23460.0,49369.0,working_capital_erosion,0.7353,receivable_stretch,0.3636,demand_trough,0.3243,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-12-31,16700.0,2026-01-30,2026-01-30,2026-03-16,True,False,
AL00717,AS006200,ENT0188,2026-03-31,HANDICRAFT,5,0.0972066841249787,6.85352308276963e-05,1.0,0.5937,RED,AMBER>=0.38;RED>=0.58,34836.0,False,0.717,20.1,2.3,15300.0,727.0,13800.0,-12.5,-6649.0,8200.0,28187.0,receivable_stretch,1.0,working_capital_erosion,0.7353,debt_overhang,0.7222,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-03-31,37000.0,2026-08-28,2026-08-28,2026-06-14,True,False,
AL00718,AS006202,ENT0188,2026-05-31,HANDICRAFT,5,0.2923436849097876,5.167485095482997e-05,0.5474,0.4326,AMBER,AMBER>=0.38;RED>=0.58,46425.0,False,0.722,8.4,3.17,5600.0,266.0,500.0,8.4,-29028.0,8110.0,17397.0,receivable_stretch,1.0,working_capital_erosion,0.2941,margin_squeeze,0.2571,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-05-31,40800.0,2026-10-28,2026-10-28,2026-08-14,True,False,
AL00719,AS006206,ENT0189,2023-12-31,DAIRY,4,0.1973556572536011,0.006525371638600451,0.5579,0.3957,AMBER,AMBER>=0.38;RED>=0.58,25658.0,False,0.739,20.6,1.48,22500.0,1070.0,15900.0,18.3,-10037.0,5695.0,15621.0,debt_overhang,0.5833,demand_trough,0.3243,working_capital_erosion,0.2941,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-12-31,72200.0,2024-06-28,2024-06-28,2024-03-15,True,False,
AL00720,AS006208,ENT0189,2024-02-29,DAIRY,4,0.8098381025586695,0.01809773268468866,0.3368,0.5497,AMBER,AMBER>=0.38;RED>=0.58,33116.0,False,0.745,27.4,1.69,8300.0,395.0,17400.0,27.4,-50784.0,-33104.0,-17668.0,demand_trough,0.3243,climate_shock,0.2857,debt_overhang,0.2778,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-02-29,77700.0,2024-08-27,2024-08-27,2024-05-14,True,False,
AL00721,AS006210,ENT0189,2024-04-30,DAIRY,4,0.5516768655365277,0.09300002767466244,0.9474,0.7693,RED,AMBER>=0.38;RED>=0.58,70899.0,False,0.76,3.6,1.3,5900.0,280.0,7500.0,3.6,-77297.0,-29783.0,-6398.0,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-04-30,76000.0,2024-07-29,2024-07-29,2024-07-14,True,False,2024-05-04
AL00722,AS006212,ENT0189,2024-06-30,DAIRY,4,0.06225464567084177,0.8599318794872686,1.0,0.578,AMBER,AMBER>=0.38;RED>=0.58,22297.0,False,0.773,0.4,0.89,2500.0,119.0,7200.0,-20.8,-8126.0,-7678.0,14171.0,margin_squeeze,1.0,working_capital_erosion,1.0,debt_overhang,0.5833,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-06-30,15100.0,2024-10-28,2024-10-28,2024-09-13,True,False,
AL00723,AS006214,ENT0189,2024-08-31,DAIRY,4,0.02607407123376915,0.879075543385767,0.6947,0.3938,AMBER,AMBER>=0.38;RED>=0.58,29005.0,False,0.784,4.3,1.07,36000.0,1712.0,8900.0,-43.9,-1074.0,16061.0,27931.0,working_capital_erosion,0.7353,debt_overhang,0.5833,margin_squeeze,0.5714,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-08-31,6000.0,2024-09-30,2024-09-30,2024-11-14,True,False,
AL00724,AS006216,ENT0189,2024-10-31,DAIRY,4,0.0768861794763973,0.0025026820110270946,0.6421,0.3878,AMBER,AMBER>=0.38;RED>=0.58,30587.0,False,0.795,12.3,0.93,8100.0,385.0,8000.0,-40.4,1879.0,18985.0,32466.0,debt_overhang,1.0,working_capital_erosion,0.7353,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-10-31,7900.0,2025-03-30,2025-03-30,2025-01-14,True,False,2024-11-10
AL00725,AS006219,ENT0189,2025-01-31,DAIRY,4,0.21712344174495843,8.800812216999358e-05,0.7158,0.4914,AMBER,AMBER>=0.38;RED>=0.58,28637.0,False,0.815,12.3,1.03,16200.0,770.0,8800.0,-12.9,-17670.0,-401.0,10967.0,working_capital_erosion,0.7353,debt_overhang,0.5833,demand_trough,0.3243,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-01-31,62200.0,2025-07-30,2025-07-30,2025-04-16,True,False,
AL00726,AS006222,ENT0189,2025-04-30,DAIRY,4,0.5978479754781616,0.0009841043625853766,0.9368,0.7843,RED,AMBER>=0.38;RED>=0.58,69833.0,False,0.835,4.0,1.15,3600.0,171.0,5500.0,-9.9,-77537.0,-13005.0,-7704.0,working_capital_erosion,1.0,climate_shock,0.7143,debt_overhang,0.5833,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-04-30,74100.0,2025-07-29,2025-07-29,2025-07-14,True,False,
AL00727,AS006224,ENT0189,2025-06-30,DAIRY,4,0.06325147074899778,0.0015437813839655166,0.9053,0.5264,AMBER,AMBER>=0.38;RED>=0.58,30644.0,False,0.837,2.1,1.43,12600.0,599.0,3700.0,-29.1,-15518.0,1858.0,15126.0,working_capital_erosion,1.0,margin_squeeze,0.5714,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-06-30,14900.0,2025-09-28,2025-09-28,2025-09-13,True,False,
AL00728,AS006227,ENT0189,2025-09-30,DAIRY,4,0.056747515626450154,0.001559115210121061,0.6947,0.4076,AMBER,AMBER>=0.38;RED>=0.58,35227.0,False,0.852,2.0,2.36,14900.0,708.0,2500.0,-51.9,14042.0,38933.0,49269.0,working_capital_erosion,0.7353,receivable_stretch,0.3333,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-09-30,10000.0,2026-02-27,2026-02-27,2025-12-14,True,False,
AL00729,AS006232,ENT0189,2026-02-28,DAIRY,4,0.8568781327147276,3.561461785489414e-06,0.1263,0.4551,AMBER,AMBER>=0.38;RED>=0.58,35202.0,False,0.882,43.0,,8600.0,409.0,17300.0,43.0,-40245.0,-14304.0,-5043.0,demand_trough,0.3243,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-02-28,79800.0,2026-07-28,2026-07-28,2026-05-14,True,False,
AL00730,AS006234,ENT0189,2026-04-30,DAIRY,4,0.6390708444045833,3.0411753912900483e-05,0.7895,0.7218,RED,AMBER>=0.38;RED>=0.58,61839.0,False,0.91,9.3,,4500.0,214.0,7800.0,9.3,-59792.0,-21989.0,2047.0,climate_shock,0.7143,margin_squeeze,0.5714,working_capital_erosion,0.5588,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,77300.0,2026-10-27,2026-10-27,2026-07-14,True,False,
AL00731,AS006236,ENT0189,2026-06-30,DAIRY,4,0.003302990282347479,3.851646440080481e-05,1.0,0.5515,AMBER,AMBER>=0.38;RED>=0.58,,False,0.906,-2.7,,11900.0,566.0,5300.0,-12.8,,,,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-06-30,11500.0,2026-08-29,2026-08-29,2026-09-13,True,False,
AL00732,AS006244,ENT0190,2024-05-31,DAIRY,4,0.07990702851367247,0.000711972185602517,0.7895,0.4702,AMBER,AMBER>=0.38;RED>=0.58,163144.0,False,0.707,19.9,4.17,90200.0,4288.0,25200.0,19.9,-118682.0,1890.0,44462.0,margin_squeeze,1.0,working_capital_erosion,0.5588,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-05-31,105800.0,2024-08-29,2024-08-29,2024-08-14,True,False,
AL00733,AS006246,ENT0190,2024-07-31,DAIRY,4,0.014953286163809417,0.0009249953630900575,0.8421,0.4699,AMBER,AMBER>=0.38;RED>=0.58,176797.0,False,0.717,6.2,3.15,132000.0,6276.0,42900.0,6.2,-41237.0,50840.0,135560.0,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-07-31,58000.0,2024-11-28,2024-11-28,2024-10-14,True,False,
AL00734,AS006268,ENT0190,2026-05-31,DAIRY,4,0.004967889852397927,4.9068390305479585e-05,0.7895,0.4365,AMBER,AMBER>=0.38;RED>=0.58,197900.0,False,0.854,19.9,,190300.0,9047.0,28200.0,19.9,-130101.0,36406.0,67799.0,margin_squeeze,1.0,working_capital_erosion,0.5588,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-05-31,118800.0,2026-08-29,2026-08-29,2026-08-14,True,False,
AL00735,AS006304,ENT0192,2023-11-30,DAIRY,4,0.4179187122874823,0.0057829776992381465,0.6947,0.5701,AMBER,AMBER>=0.38;RED>=0.58,52739.0,False,0.756,16.0,0.64,6300.0,300.0,25500.0,-2.0,-6378.0,37490.0,46361.0,working_capital_erosion,0.7353,debt_overhang,0.5833,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-11-30,19400.0,2024-05-28,2024-05-28,2024-02-13,True,False,
AL00736,AS006306,ENT0192,2024-01-31,DAIRY,4,0.595217023863998,0.0005683871585871797,0.4421,0.511,AMBER,AMBER>=0.38;RED>=0.58,92895.0,False,0.76,19.0,1.56,35600.0,1692.0,47700.0,19.0,-54689.0,-5727.0,38206.0,demand_trough,0.3243,working_capital_erosion,0.2941,climate_shock,0.2857,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-01-31,139300.0,2024-06-29,2024-06-29,2024-04-15,True,False,
AL00737,AS006308,ENT0192,2024-03-31,DAIRY,4,0.49837549632872397,4.5476457805418625e-05,0.5684,0.5369,AMBER,AMBER>=0.38;RED>=0.58,145019.0,False,0.773,10.7,1.45,28200.0,1341.0,33000.0,10.7,-114157.0,-15233.0,30862.0,receivable_stretch,0.3333,demand_trough,0.3243,margin_squeeze,0.3143,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-03-31,156200.0,2024-07-29,2024-07-29,2024-06-14,True,False,2024-04-05
AL00738,AS006310,ENT0192,2024-05-31,DAIRY,4,0.34107978448536613,0.00035823286578932646,1.0,0.7035,RED,AMBER>=0.38;RED>=0.58,64765.0,False,0.793,-1.0,1.18,37100.0,1764.0,24200.0,-6.5,-51989.0,-4184.0,12776.0,margin_squeeze,1.0,working_capital_erosion,1.0,debt_overhang,0.5833,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-05-31,74100.0,2024-09-28,2024-09-28,2024-08-14,True,False,
AL00739,AS006312,ENT0192,2024-07-31,DAIRY,4,0.016797532519068566,0.0006032964531048109,0.8632,0.4823,AMBER,AMBER>=0.38;RED>=0.58,58823.0,False,0.798,-1.7,0.88,17000.0,808.0,22100.0,-30.1,-23129.0,32292.0,35694.0,margin_squeeze,1.0,working_capital_erosion,0.7353,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-07-31,19900.0,2024-10-29,2024-10-29,2024-10-14,True,False,
AL00740,AS006319,ENT0192,2025-02-28,DAIRY,4,0.6948457618637447,0.0001489364729592836,0.1263,0.3821,AMBER,AMBER>=0.38;RED>=0.58,97353.0,False,0.86,33.8,10.96,22500.0,1070.0,37100.0,33.8,-76101.0,-18512.0,21252.0,demand_trough,0.3243,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-02-28,133600.0,2025-07-28,2025-07-28,2025-05-14,True,False,
AL00741,AS006321,ENT0192,2025-04-30,DAIRY,4,0.8208227957452721,0.00019209757584830138,0.5789,0.6878,RED,AMBER>=0.38;RED>=0.58,106629.0,False,0.871,18.9,,16400.0,780.0,29000.0,18.9,-90348.0,-29607.0,16281.0,climate_shock,0.7143,receivable_stretch,0.3333,working_capital_erosion,0.2941,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-04-30,111000.0,2025-08-28,2025-08-28,2025-07-14,True,False,
AL00742,AS006332,ENT0192,2026-03-31,DAIRY,4,0.6532484211776964,2.990020271580007e-05,0.3158,0.4677,AMBER,AMBER>=0.38;RED>=0.58,125596.0,False,0.956,42.6,,17700.0,841.0,31500.0,42.6,-104805.0,-35126.0,20791.0,demand_trough,0.3243,working_capital_erosion,0.2647,margin_squeeze,0.2571,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-03-31,149500.0,2026-08-28,2026-08-28,2026-06-14,True,False,
AL00743,AS006334,ENT0192,2026-05-31,DAIRY,4,0.05261449544243506,0.00024346843933540873,0.9474,0.5447,AMBER,AMBER>=0.38;RED>=0.58,100307.0,False,0.967,3.5,,20000.0,951.0,22600.0,3.5,-80808.0,-11084.0,19499.0,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-05-31,77000.0,2026-08-29,2026-08-29,2026-08-14,True,False,
AL00744,AS006337,ENT0193,2023-11-30,FOODPROC,4,0.035846593955634415,0.011843835631974654,0.6632,0.3809,AMBER,AMBER>=0.38;RED>=0.58,125284.0,False,0.628,17.6,-1.74,0.0,0.0,46800.0,5.8,-2923.0,68744.0,122361.0,working_capital_erosion,0.7353,demand_trough,0.7297,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-11-30,30400.0,2024-04-28,2024-04-28,2024-02-13,True,False,
AL00745,AS006370,ENT0194,2023-11-30,HANDICRAFT,2,0.02991476054627778,0.014927815707037422,0.8632,0.4882,AMBER,AMBER>=0.38;RED>=0.58,46659.0,False,0.793,1.1,-4.02,0.0,0.0,600.0,-84.5,15157.0,57052.0,61816.0,debt_overhang,1.0,working_capital_erosion,0.7353,demand_trough,0.3243,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-11-30,11800.0,2024-05-28,2024-05-28,2024-02-13,True,False,
AL00746,AS006372,ENT0194,2024-01-31,HANDICRAFT,2,0.031160682979546564,0.003269154031552393,1.0,0.564,AMBER,AMBER>=0.38;RED>=0.58,56846.0,False,0.803,40.7,0.38,800.0,38.0,9800.0,0.7,-20649.0,24566.0,36197.0,debt_overhang,1.0,working_capital_erosion,0.7353,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-01-31,21800.0,2024-03-01,2024-03-01,2024-04-15,True,False,
